Card Name	Cost	Type	Affinity	Rarity	Energy Damage	Mana Regen	Max Health	Physical Damage	Health Regen	Max Mana	Energy Pen	Physical Armor	Cooldown Reduction	Physical Pen	Energy Armor	Crit Chance	Lifesteal	Crit Bonus	Attack Speed	Harvester Placement Time	Max Movement Speed	Damage Bonus	MaxedEnergy Damage	MaxedMana Regen	MaxedMax Health	MaxedPhysical Damage	MaxedHealth Regen	MaxedMax Mana	MaxedEnergy Pen	MaxedPhysical Armor	MaxedCooldown Reduction	MaxedPhysical Pen	MaxedEnergy Armor	MaxedCrit Chance	MaxedLifesteal	MaxedCrit Bonus	MaxedAttack Speed	MaxedHarvester Placement Time	MaxedMax Movement Speed	MaxedDamage Bonus	Special0	Special1	Special2	MaxedSpecial0	MaxedSpecial1	MaxedSpecial2	0
The Centurion	0	Prime	Affinity.Universal	Starter	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Harvester's Key	1	Passive	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Harvester Key	Recharges at Base.	0	0	0	0	0
Scout's Ward	1	Active	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ward	0	0	0	0	0	0
Health Potion	1	Active	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Mana Potion	1	Active	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Wings of the Messenger	1	Passive	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Portal Stone	7	Active	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Teleport to allied structure	0	0	0	0	0	0
Blink Charm	5	Active	Affinity.Universal	Starter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Teleport forward	0	0	0	0	0	0
Major Strike	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	22.72727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Major Cast	3	Upgrade	Affinity.Universal	Uncommon	22.72727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Major Kinetic	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greater Guard	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greater Barrier	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greater Health	3	Upgrade	Affinity.Universal	Uncommon	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Advanced Mana	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Advanced Chrono	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Major Wound	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greater Heal	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Advanced Spark	3	Upgrade	Affinity.Universal	Uncommon	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Major Pierce	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Major Shock	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greater Drain	3	Upgrade	Affinity.Universal	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bounty Stalker	3	Passive	Affinity.Universal	Uncommon	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Ancestral Boots	2	Passive	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancestral Perseverance	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
